Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Ankorstore Casing (product.metafields.asc.casing),Ankorstore VAT (product.metafields.asc.vat),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Ingrédient actif (product.metafields.shopify.active-ingredient),Tranche d’âge (product.metafields.shopify.age-group),Zone du corps (product.metafields.shopify.body-area),Couleur (product.metafields.shopify.color-pattern),Effet conditionneur (product.metafields.shopify.conditioner-effect),Ingrédients constitutifs (product.metafields.shopify.constitutive-ingredients),Fonction cosmétique (product.metafields.shopify.cosmetic-function),Tissu (product.metafields.shopify.fabric),Finition soin des cheveux (product.metafields.shopify.hair-care-finish),Articles de soins capillaires inclus (product.metafields.shopify.hair-care-items-included),Type de perte de cheveux (product.metafields.shopify.hair-loss-type),Type de cheveux (product.metafields.shopify.hair-type),Niveau de maintien (product.metafields.shopify.hold-level),Matériel (product.metafields.shopify.material),Type de crème hydratante (product.metafields.shopify.moisturizer-type),Type d’emballage (product.metafields.shopify.package-type),Certifications et normes de produits (product.metafields.shopify.product-certifications-standards),Forme du produit (product.metafields.shopify.product-form),Effet soin de la peau (product.metafields.shopify.skin-care-effect),Caractéristiques des soins de la peau (product.metafields.shopify.skin-care-features),Convient au type de cheveux (product.metafields.shopify.suitable-for-hair-type),Convient au type de peau (product.metafields.shopify.suitable-for-skin-type),Sexe cible (product.metafields.shopify.target-gender),Objectif du traitement (product.metafields.shopify.treatment-objective),Type de traitement (product.metafields.shopify.treatment-type),Type d’utilisation (product.metafields.shopify.usage-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
yari-fast-locks-black,Yari Fast Locks Black,"<p data-start=""3143"" data-end=""3274"">Gel fixant spécialement conçu pour locks, twists et coiffures protectrices. Fixation propre et durable.<strong data-start=""3276"" data-end=""3290""></strong></p>",Yari,Health & Beauty > Personal Care > Hair Care > Hair Styling Products > Hair Gels,COIFFURE,Cire & Gel,true,Title,Default Title,,,,,,,,YAR001,0.0,,0,deny,manual,4.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Yari_Fast_Locks_Black.png?v=1768920964,1,YARI Fast Locks Black hair gel jar by ABS France Wholesale,false,Yari - Fast Locks (Black) | ABS France Wholesale,Gel fixant professionnel pour locks et twists. ABS France Wholesale.,,,,,,,,,,,,,,,,,,,,,,,glossy; brillant,,,curly; wavy,strong,,,,,gel,,,,,unisex,,,,,g,,,active
taliah-waajid-lock-it-up-6oz,Taliah Waajid Lock It Up 6oz,"<p data-end=""3600"" data-start=""3478"">Gel coiffant professionnel pour locks et twists offrant maintien, brillance et finition nette.<strong data-end=""3616"" data-start=""3602""></strong></p>",Taliah Waajid,Health & Beauty > Personal Care > Hair Care > Hair Styling Products > Hair Gels,COIFFURE,"Cire & Gel, Crème Coiffante",true,Title,Default Title,,,,,,,,TWB001,170.09713875,,0,deny,manual,7.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Taliah_Waajid_Lock_It_Up_6oz.jpg?v=1768922694,1,Taliah Waajid Lock It Up 6oz - ABS France Wholesale,false,Taliah Waajid Lock It Up 6oz - Gel Coiffante | ABS France Wholesale,Gel fixant locks &amp; twists pour usage professionnel. Disponible chez ABS France Wholesale.,,,,,,,,,,,,,,,,,,,,rosemary-oil,,,other,,,normal; wavy; curly; straight,strong,,,,,gel,,,,,unisex; unisexe,,,,,oz,,,active
ors-hairestore-hair-mayonnaise-16oz,ORS HAIRestore Hair Mayonnaise 16oz,"<p data-start=""3824"" data-end=""3955"">Soin capillaire profond enrichi en protéines pour réparer, renforcer et nourrir les cheveux fragilisés.</p>",ORS,Health & Beauty > Personal Care > Hair Care > Hair Treatments,CHEVEUX,Masque Capillaire,true,Title,Default Title,,,,,,,,ORS058,453.59237,,0,deny,manual,6.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/ORS_HAIRestore_Hair_Mayonnaise_16oz.jpg?v=1768924191,1,ORS HAIRestore Hair Mayonnaise 16oz/454g - ABS France Wholesale,false,ORS HAIRestore Hair Mayonnaise - soin capillaire |ABS France Wholesale,Soin réparateur intensif pour cheveux abîmés. ABS France Wholesale.,543616,,adult,,,,,,,,,,,,,adultes,,,repair; strengthening; nourishing,,,,,,,,,,,,,,,,damaged; dyed; treated,,unisex,,,,,oz,,,active
dexe-super-black-hair-dye-cream,DEXE Super Black Hair Dye Cream,"<p data-start=""5520"" data-end=""5645"">Fibre capillaire conçue pour masquer les zones clairsemées et densifier visuellement les cheveux.<br></p>",DEXE,Health & Beauty > Personal Care > Hair Care > Hair Color,COIFFURE,Coloration,true,Title,Default Title,,,,,,,,DEX001,0.0,,0,deny,manual,1.35,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/DEXE_Super_Black_Hair_Dye_Cream.png?v=1768925429,1,"DEXE Super Black Hair Dye Cream by ABS France Wholesale including a box, tube, and white bottle",false,DEXE Super Black Hair Dye Cream - Coloration | ABS France Wholesale,Fibre capillaire densifiante professionnelle. ABS France Wholesale.,2814,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,unisex,,,,,g,,,active
ors-olive-oil-sheen-spray-original-10oz,ORS Olive Oil Sheen Spray Original 10oz,"<p data-start=""4158"" data-end=""4282"">Spray brillant à l’huile d’olive pour hydrater, protéger et donner un fini lumineux aux cheveux.<strong data-start=""4284"" data-end=""4298""></strong></p>",ORS,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,COIFFURE,Spray Cheveux,true,Title,Default Title,,,,,,,,ORS059,283.49523125,,0,deny,manual,3.20,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/ORS_Olive_Oil_Sheen_Spray_Original_10oz.png?v=1768926496,1,ORS Olive Oil Sheen Spray Original 10oz - ABS France Wholesale,false,ORS Olive Oil Sheen Spray 10oz - Spray Cheveux | ABS France Wholesale,Spray brillance professionnel à l’huile d’olive. Disponible chez ABS France Wholesale.,1901,,,,,,,,,,,,,,,,,,,olive-oil,,,brillant,,,curly; dry; normal; straight; wavy,,,,,,spray,,,,,unisex,,,,,oz,,,active
ors-organic-root-stimulator-anti-itch-scalp-oil-130ml,ORS Organic Root Stimulator Anti-itch Scalp Oil 130ml,"<p>Huile traitante pour cuir chevelu sec et irrité, aide à apaiser les démangeaisons et nourrir le cuir chevelu.</p>",ORS,Health & Beauty > Personal Care > Hair Care > Hair Treatments > Hair Oils,CHEVEUX,Huile Capillaire,true,Title,Default Title,,,,,,,,ORS060,124.73790175,,0,deny,manual,4.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/ORS_Anti_itch_Scalp_Oil_130ml.png?v=1768927200,1,ORS Organic Root Stimulator Anti-itch Scalp Oil 130ml - ABS France Wholesale,false,ORS Organic Root Stimulator Anti-itch Scalp Oil | ABS France Wholesale,Huile cuir chevelu anti-démangeaison. Usage professionnel ABS France Wholesale.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,active
ic-fantasia-pm-night-time-oil-treatment-8oz,IC Fantasia P.M. Night Time Oil Treatment 8oz,<p>Soin capillaire nocturne enrichi en huiles nourrissantes pour restaurer les cheveux pendant le sommeil.</p>,IC Fantasia,Health & Beauty > Personal Care > Hair Care > Hair Treatments > Hair Oils,CHEVEUX,Huile Capillaire,true,Title,Default Title,,,,,,,,ICF009,226.796185,,0,deny,manual,7.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/IC_Fantasia_PM_Night_Time_Oil_Treatment_8oz.png?v=1768928066,1,Bottle of IC Fantasia P.M. Night Time Oil Treatment 8oz by ABS France Wholesale,false,IC Fantasia P.M. Night Time Oil Treatment 8oz | ABS France Wholesale,Huile de soin nocturne capillaire professionnelle. ABS France Wholesale.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,active
ic-fantasia-pm-night-time-oil-treatment-8oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Sanstitre_244x500px_2000x2000px_7.png?v=1768927969,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mekako-gel-douche-1000ml,MEKAKO Gel Douche 1000ml,"<p data-start=""5210"" data-end=""5326"">Gel douche nettoyant conçu pour un usage quotidien, laisse la peau propre et rafraîchie.</p>",MEKAKO,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Body Wash,CORPORELS,Gel Douche,true,Title,Default Title,,,,,,,,MEK001,0.0,,0,deny,manual,7.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/MEKAKO_Gel_Douche_1000ml.png?v=1768984065,1,MEKAKO Gel Douche 1000ml - ABS France Wholesale,false,MEKAKO - Gel Douche Eclaircissant 1000ml | ABS France Wholesale,Gel douche pour usage professionnel. Disponible chez ABS France Wholesale.,2747,,adult,,,,,,,,,,,,,adultes,full-body,,,,,,,,,,,,,bouteille-en-plastique,,gel,,,,tous-types-de-peau,,,,,,g,,,active
palmer-daily-skin-therapy-cocoa-butter-body-lotion-250ml,Palmer's Daily Skin Therapy Cocoa Butter Body Lotion 250ml,"<p data-end=""5980"" data-start=""5849"">Lotion corporelle hydratante au beurre de cacao pour nourrir la peau sèche et améliorer son élasticité.</p>",Palmer's,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,CORPORELS,Lait Corporel Hydratant,true,Title,Default Title,,,,,,,,PAL002,240.9709465625,,0,deny,manual,3.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Palmer_Cocoa_Butter_Body_Lotion_250ml.png?v=1768990255,1,Palmer's Daily Skin Therapy Cocoa Butter Body Lotion 250ml - ABS France Wholesale,false,Palmer's Cocoa Butter Body Lotion 250ml | ABS France Wholesale,Lotion hydratante professionnelle au beurre de cacao. ABS France Wholesale.,2592,,adult,,,,,,,,,,,,,adultes,,,,cocoa-butter; vitamin-e,hydratant; nourrissant; moisturizing; soothing,,,,,,,,,bouteille-en-plastique,dermatologist-tested,lotion,,,,dry; sensitive,,,,,,oz,,,active
ic-fantasia-firm-hold-spritz-10oz,IC Fantasia Firm Hold Spritz 10oz,"<p data-end=""539"" data-start=""376"">Spray coiffant professionnel offrant fixation légère à moyenne, idéal pour styles souples, wraps et mises en forme durables sans résidus.<strong data-end=""555"" data-start=""541""></strong></p>",IC Fantasia,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,COIFFURE,Spray Cheveux,true,Title,Default Title,,,,,,,,ICF022,283.49523125,,0,deny,manual,7.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/IC_Fantasia_Firm_Hold_Spritz_10oz.jpg?v=1768993714,1,Bottle of Fantasia Liquid Mousse Spritz Hairspray by ABS France Wholesale on a white background,false,IC Fantasia Firm Hold Spritz 10oz Spray Cheveux | ABS France Wholesale,Spray coiffant professionnel pour fixation et brillance. Disponible chez ABS France Wholesale.,1901,,,,,,,,,,,,,,,,,,,,,,,,,curly; wavy,strong,,,,,spray; oil,,,,,unisex,,,,,oz,,,active
dark-lovely-beautiful-beginnings-cuddling-oil-moisturiser-lotion-250ml,Dark & Lovely Beautiful Beginnings Cuddling Oil Moisturiser Lotion 250ml,"<p data-start=""798"" data-end=""949"">Lotion capillaire douce spécialement formulée pour les cheveux enfants, hydrate et protège les cheveux fragiles au quotidien.<strong data-start=""951"" data-end=""965""></strong></p>",Dark & Lovely,Health & Beauty > Personal Care > Hair Care,CHEVEUX,Coiffant Enfant,true,Title,Default Title,,,,,,,,DAL001,0.0,,0,deny,manual,2.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Dark_Lovely_Beautiful_Beginnings_Cuddling_Oil_Moisturiser_Lotion_250ML.jpg?v=1768994849,1,Dark & Lovely - Beautiful Beginnings Cuddling Oil Moisturiser Lotion 250ml - ABS France Wholesale,false,Dark & Lovely Beautiful Beginnings Lotion 250ml | ABS France Wholesale,Dark & Lovely Beautiful Beginnings Cuddling Oil Moisturiser Lotion hydratante enfant pour cheveux texturés. Usage professionnel ABS France Wholesale.,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unisex,,,,,g,,,active
dark-lovely-beautiful-beginnings-cuddling-oil-moisturiser-lotion-250ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Enriched_With_Aloe_Vera_ABS_France_Wholesale.jpg?v=1768994936,2,Enriched With Aloe Vera - ABS France Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-lovely-beautiful-beginnings-cuddling-oil-moisturiser-lotion-250ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Dark_Lovely_Beautiful_Beginnings_Cuddling_Oil_Moisturiser_Lotion.jpg?v=1768994962,3,Dark & Lovely Beautiful Beginnings Cuddling Oil Moisturiser Lotion 250ML - ABS France Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-lovely-beautiful-beginnings-2-in-1-easy-shampoo-250ml,Dark & Lovely Beautiful Beginnings 2-in-1 Easy Shampoo 250ml,"<p data-end=""1344"" data-start=""1206"">Shampooing doux sans agression, nettoie délicatement les cheveux des enfants tout en respectant le cuir chevelu.<strong data-end=""1360"" data-start=""1346""></strong></p>",Dark & Lovely,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Shampooing,"Coiffant Enfant, Shampooing",true,Title,Default Title,,,,,,,,DAL002,0.0,,0,deny,manual,2.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Dark_Lovely_Beautiful_Beginnings_Shampoo_250ml.jpg?v=1768995984,1,Bottle of Dark & Lovely Beautiful Beginnings 2-in-1 Easy Shampoo 250ml by ABS France Wholesale,false,Dark & Lovely Beautiful Beginnings Shampoo 250ml |ABS France Wholesale,Shampooing enfant doux et nourrissant. Disponible chez ABS France Wholesale.,543615,,kids,,,,,,,,,,,,,kids,,,,aloe-vera; coconut-oil,,,,,,,,,,,,liquid,,,all-hair-types,,unisex,,,,,g,,,active
dark-lovely-beautiful-beginnings-2-in-1-easy-shampoo-250ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Infused_with_Coconut_Oil_and_Aloe_Vera.jpg?v=1768996162,2,"Aloe vera leaves with coconut oil being poured over them, labeled 'Infused with Coconut Oil and Aloe Vera'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-lovely-beautiful-beginnings-2-in-1-easy-shampoo-250ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Dark_Lovely_Beautiful_Beginnings_Shampoo.jpg?v=1768996143,3,Dark & Lovely Beautiful Beginnings 2-in-1 Easy Shampoo 250ml - ABS France Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-and-lovely-beautiful-beginnings-detangler-spray-250ml,Dark & Lovely Beautiful Beginnings Detangler Spray 250ml,"<p>Spray démêlant et hydratant pour enfants, facilite le coiffage et réduit la casse.<br></p>",Dark & Lovely,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,COIFFURE,Demelant Enfant,true,Title,Default Title,,,,,,,,DAL003,0.0,,0,deny,manual,2.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Dark_and_Lovely_Beautiful_Beginnings_Ouchless_Detangler_Spray_250ml.jpg?v=1768996995,1,Dark and Lovely Beautiful Beginnings Ouchless Detangler Spray 250ml bottle by ABS France Wholesale,false,Dark&Lovely Beautiful Beginnings Detangler Spray |ABS France Wholesale,Spray hydratant enfant pour cheveux texturés. ABS France Wholesale.,1901,,,,,,,,,,,,,,,,,,,aloe-vera; coconut-oil,,,,,,curly; wavy,,,,,,spray,,,,,unisex,,,,,g,,,active
dark-and-lovely-beautiful-beginnings-detangler-spray-250ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Infused_with_Coconut_Oil_and_Aloe_Vera.jpg?v=1768996162,2,"Aloe vera leaves with coconut oil being poured over them, labeled 'Infused with Coconut Oil and Aloe Vera'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-and-lovely-beautiful-beginnings-detangler-spray-250ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/4-3.jpg?v=1768996925,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-and-lovely-gro-strong-anti-dandruff-hair-food-250ml,Dark & Lovely Gro Strong Anti-Dandruff Hair Food 250ml,<p>Soin capillaire nourrissant conçu pour réduire les pellicules et apaiser le cuir chevelu sec.</p>,Dark & Lovely,Health & Beauty > Personal Care > Hair Care,CHEVEUX,Soins Sans Rincage,true,Title,Default Title,,,,,,,,DAL004,0.0,,0,deny,manual,2.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Dark_and_Lovely_Gro_Strong_Anti_Dandruff_Hair_Food_250ml.jpg?v=1769002707,1,Jar of Dark and Lovely Gro Strong Anti-Dandruff Hair Food 250ml by ABS France Wholesale,false,Dark & Lovely Gro Strong Anti-Dandruff Hair Food |ABS France Wholesale,Hairfood anti-pelliculaire pour cuir chevelu sec. Usage pro ABS France Wholesale.,486,,,,,,,,,,,,,,,,,,strengthening; nourishing; anti-dandruff,,,,,,,,,,,,,,,,tous-types-de-cheveux,,unisex,,,,,g,,,active
dark-and-lovely-gro-strong-anti-dandruff-hair-food-250ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Infused_with_Peppermint.jpg?v=1769002747,2,Mint leaves with water droplets and text 'Infused with Peppermint' and 'Known for its soothing properties'. - ABS France Wholesale ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-and-lovely-gro-strong-anti-breakage-hair-food-250ml,Dark & Lovely Gro Strong Anti-Breakage Hair Food 250ml,<p>Crème capillaire fortifiante qui aide à réduire la casse et renforcer les cheveux fragiles.</p>,Dark & Lovely,Health & Beauty > Personal Care > Hair Care,CHEVEUX,Soins Sans Rincage,true,Title,Default Title,,,,,,,,DAL005,0.0,,0,deny,manual,2.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Dark_and_Lovely_Gro_Strong_Anti_Breakage_Hair_Food_250ml.jpg?v=1769003794,1,Purple jar of Dark and Lovely Gro Strong Anti-Breakage Hair Food 250ml by ABS France Wholesale.,false,Dark & Lovely Gro Strong Anti-Breakage Hair Food |ABS France Wholesale,Soin fortifiant anti-casse pour cheveux texturés. ABS France Wholesale.,486,,,,,,,,,,,,,,,,,,nourishing; moisturizing; shine; smoothing; repair,,,,,,,,,,,,,,,,brittle; damaged,,unisex,,,,,g,,,active
dark-and-lovely-gro-strong-anti-breakage-hair-food-250ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/ENRICHED_WITH_SUNFLOWER_OILS_AND_VITAMINS.jpg?v=1769003895,2,Sunflowers with oil droplets with text 'ENRICHED WITH OILS AND VITAMINS' about moisturizing and strengthening properties - ABS France Wholsale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-and-lovely-intensive-body-lotion-moisture-plus-rich-coconut-oil-200ml,Dark & Lovely Intensive Body Lotion Moisture Plus Rich Coconut Oil 200ml,<p>Lotion corporelle hydratante à la noix de coco pour nourrir et adoucir la peau sèche.<br></p>,Dark & Lovely,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,CORPORELS,Lait Corporel Hydratant,true,Title,Default Title,,,,,,,,DAL006,0.0,,0,deny,manual,4.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Dark-and-Lovely-Intensive-Body-Lotion-Moisture-Plus-Rich-Coconut-Oil-200ml.jpg?v=1769004889,1,Dark and Lovely Intensive Body Lotion Moisture Plus Rich Coconut Oil 200ml - ABS France Wholesale,false,Dark & Lovely Intensive Body Lotion Coconut Oil | ABS France Wholesale,Lotion corporelle hydratante à la coco. Disponible chez ABS France Wholesale.,2592,,adult,,,,,,,,,,,,,all-ages,full-body,,,coconut-oil,moisturizing,,,,,,,,all-day,bouteille-en-plastique,,lotion,,moisturizing,,dry,,,,,,g,,,active
dark-and-lovely-gro-strong-anti-dryness-hair-food-250ml,Dark & Lovely Gro Strong Anti-Dryness Hair Food 250ml,"<p>Soin nourrissant pour cheveux secs, apporte hydratation, douceur et brillance.</p>",Dark & Lovely,Health & Beauty > Personal Care > Hair Care,CHEVEUX,Soins Sans Rincage,true,Title,Default Title,,,,,,,,DAL007,0.0,,0,deny,manual,2.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Dark_and_Lovely_Gro_Strong_Anti_Dryness_Hair_Food_250ml.jpg?v=1769006750,1,Purple jar of Dark and Lovely Gro Strong Anti-Dryness Hair Food 250ml by ABS France Wholesale,false,Dark & Lovely Gro Strong Anti-Dryness Hair Food |ABS France Wholesale,Hairfood nourrissant pour cheveux secs. Usage professionnel ABS France Wholesale.,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unisex,,,,,g,,,active
dark-and-lovely-gro-strong-anti-dryness-hair-food-250ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Infused_with_Coconut_Oil.jpg?v=1769006952,2,Coconut halves and oil droplets with text 'Infused with Coconut Oil' and 'Known for their moisturising and strengthening properties'. ABS France Wholesale.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st-ives-rose-water-and-aloe-face-scrub-6oz,St. Ives Rose Water & Aloe Face Scrub 6oz,<p>Gommage doux à l’eau de rose pour exfolier délicatement la peau et raviver l’éclat.</p>,St. Ives,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,CORPORELS,"Autres, Crème Hydratante Visage, gommage",true,Title,Default Title,,,,,,,,STI001,0.0,,0,deny,manual,4.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/3087/5985/files/St_Ives_Rose_Water_Aloe_Face_Scrub_Facial_Micro_Exfoliant_for_Sensitive_Skin_6oz.png?v=1769007615,1,St. Ives Rose Water & Aloe Face Scrub Facial Micro-Exfoliant for Sensitive Skin 6oz - ABS France Wholesale,false,St. Ives Rose Water & Aloe Face Scrub 6oz | ABS France Wholesale,Gommage exfoliant doux pour la peau. Disponible chez ABS France Wholesale.,2526,,,,,,,,,,,,,,,,,,,aloe-vera; rose-extract,,,,,,,,,,flip-top,all-natural-ingredients,cream,exfoliating; brightening; hydratant,,,sensitive,,,,,,g,,,active
st-ives-rose-water-and-aloe-face-scrub-6oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/St_Ives_Rose_Water_Aloe_Face_Scrub_Facial_Micro_Exfoliant_for_Sensitive_Skin_6_oz.png?v=1769007595,2,St. Ives Rose Water & Aloe Face Scrub Facial Micro-Exfoliant for Sensitive Skin 6oz - ABS France Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st-ives-rose-water-and-aloe-face-scrub-6oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/Exfoliation_Meter.png?v=1769007692,3,Exfoliation meter for sensitive skin with usage instructions for St. Ives Rose Water & Aloe Face Scrub Facial Micro-Exfoliant for Sensitive Skin 6oz - ABS France Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st-ives-rose-water-and-aloe-face-scrub-6oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/St_Ives_Rose_Water_Aloe_Face_Scrub_Facial_Micro_Exfoliant_for_Sensitive_Skin_170g.png?v=1769009095,4,St. Ives Rose Water & Aloe Face Scrub Facial Micro-Exfoliant for Sensitive Skin 6oz - ABS France Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st-ives-rose-water-and-aloe-face-scrub-6oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/St_Ives_Rose_Water_Aloe_Face_Scrub_Facial_Micro_Exfoliant_for_Sensitive_Skin_170_g.png?v=1769009337,5,Steps for achieving a glowing skin effect with St. Ives Rose Water & Aloe Face Scrub Facial Micro-Exfoliant for Sensitive Skin 6oz - ABS France Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st-ives-rose-water-and-aloe-face-scrub-6oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/St_Ives_Rose_Water_Aloe_Face_Scrub_Facial_Micro_Exfoliant_for_Sensitive_Skin_New.png?v=1769009588,6,Comparison of old and new St. Ives Rose Water & Aloe Face Scrub Facial Micro-Exfoliant for Sensitive Skin  packaging - ABS France Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st-ives-rose-water-and-aloe-face-scrub-6oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0864/3087/5985/files/St_Ives_Rose_Water_Aloe_Face_Scrub_Facial_Micro_Exfoliant_for_Sensitive_Skin_back.png?v=1769010257,7,Back view of St. Ives Rose Water & Aloe Face Scrub Facial Micro-Exfoliant for Sensitive Skin 6oz - ABS France Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
